mean_reward,std_reward,profit_mean,profit_std,elec_mean_mwh,elec_std_mwh,action_var_load,action_var_T,action_var_P,action_var_mean,lambda_profit,lambda_elec,train_steps,eval_episodes,algorithm
388.3424248419218,268.99611534257406,388.3424248419218,268.99611534257406,23618.062076895938,31.064469670931707,0.0,0.0,0.0,0.0,1.0,0.0,60000,20,SAC
390.94079999405676,250.66410213810556,390.94079999405676,250.66410213810556,23622.836933625054,21.41525655412074,0.0,0.0,0.0,0.0,0.875,0.125,60000,20,SAC
522.0766715709533,509.0656153137183,522.0766715709533,509.0656153137183,45566.67502960049,79.8706461582532,0.0,0.0,0.0,0.0,0.75,0.25,60000,20,SAC
480.2279957177804,234.16118431901734,480.2279957177804,234.16118431901734,23617.35969423825,22.602112847159447,0.0,0.0,0.0,0.0,0.625,0.375,60000,20,SAC
375.4507013636799,243.45408213565935,375.4507013636799,243.45408213565935,23613.02923812683,14.500983500662556,0.0,0.0,0.0,0.0,0.5,0.5,60000,20,SAC
409.75529023448996,260.7020503997881,409.75529023448996,260.7020503997881,23611.235857123527,14.01070973658882,0.0,0.0,0.0,0.0,0.375,0.625,60000,20,SAC
463.17343068937396,259.5528225631008,463.17343068937396,259.5528225631008,23616.231154745663,22.579344620854457,0.0,0.0,0.0,0.0,0.25,0.75,60000,20,SAC
397.6831739649613,255.78678308458151,397.6831739649613,255.78678308458151,23624.30410388455,25.015241653819025,0.0,0.0,0.0,0.0,0.125,0.875,60000,20,SAC
374.1227009479194,231.60945815041453,374.1227009479194,231.60945815041453,23619.016819313816,23.708231351799647,0.0,0.0,0.0,0.0,0.0,1.0,60000,20,SAC
