experiment,n_samples,hidden_dim,n_layers,fix_capfactor,best_val_loss,final_epoch,wall_time_s,derived_r2_meoh_rate_proxy,derived_mae_meoh_rate_proxy,r2_m_dot_total,mae_m_dot_total,r2_T,mae_T,r2_P,mae_P,r2_x_CO2,mae_x_CO2,r2_x_H2,mae_x_H2,r2_x_MeOH,mae_x_MeOH,r2_x_H2O,mae_x_H2O,r2_x_inert,mae_x_inert,per_edge_r2_0,per_edge_r2_1,per_edge_r2_2,per_edge_r2_3,per_edge_r2_4,per_edge_r2_5,per_edge_r2_6,per_edge_r2_7,per_edge_r2_8,per_edge_r2_9,per_edge_r2_10,per_edge_r2_11,per_edge_r2_12
edge_state_prediction,2000,64,3,False,0.0025819787476211785,440,1030.2454235,-0.06386156653067188,0.37221816182136536,0.9909228081256192,1.8833719491958618,0.9998697024000898,0.6329947710037231,0.9869354485223497,1.4819533824920654,0.9998540775447811,0.0022882544435560703,0.9999497717684588,0.001416670740582049,0.999878060634796,0.0014842929085716605,0.9998897884287363,0.002247786382213235,0.9999168552411221,0.00034913778654299676,0.9935835270082292,0.9933476669592533,0.9997327127150932,0.9820969739501699,0.9957115068014619,0.9993234096262764,0.9998420341480913,0.9999109139391265,0.9994167245406121,0.9999241048726023,0.9997509406630678,0.9997112001772201,0.9989603261531445
