experiment,weights_TAC,weights_carbon,weights_LCOM,best_val_loss,final_epoch,wall_time_s,test_mse_norm,test_mae_TAC,test_r2_TAC,test_mae_carbon_eff,test_r2_carbon_eff,test_mae_LCOM,test_r2_LCOM
w1_1_3,1.0,1.0,3.0,0.49946819941202797,116,250.5192118,0.3449339930216471,229465.46875,0.9780881084679461,0.015504259616136551,0.8871449805178767,33.6315803527832,0.2131367839691618
w1_1_10,1.0,1.0,10.0,0.6683125082651774,149,303.56893529999996,0.33480203416612414,284430.09375,0.9674588613332747,0.01552644744515419,0.8913649278546865,32.992366790771484,0.24649941863898628
