kind,profit_mean,profit_std,co2_mean,co2_std
full_load,757.5848502731358,688.9324310647405,0.9378048544327815,0.00024531894050219225
rule,2025.3459411920805,127.4638635856707,0.9413691805434586,0.004663829053788366
