episode,reward,reward_before_penalty,gpr_sigma,variance_penalty,load,T,P,meoh_tph,price
0,9.291955504741512,9.291955504741512,0.009427915093158193,0.0,0.3636448886103695,267.4276089296091,87.62293975912445,24.851675093506376,112.74763488769531
0,11.797844370726022,11.79785530299773,0.0198216686892369,1.0932271708370224e-05,0.2546761268650577,273.6948530487889,96.26627798486624,24.865035708435407,118.93370819091797
0,20.94150079955072,20.941502375385152,0.015143450050389064,1.5758344306745497e-06,0.1817665441823562,275.5543204452929,75.97477704170011,24.857489945956694,-16.025266647338867
0,16.90000883266716,16.90000883266716,0.014347818639683483,0.0,0.13015905328539928,276.4266658378808,66.86904138887722,24.856987125618517,89.66634368896484
0,20.65177840334102,20.65177840334102,0.008525885668826136,0.0,0.09912922894521102,272.8464658535107,57.947640975012774,24.85077505818787,-18.851530075073242
0,18.537387489254748,18.537387489254748,0.011753598750000463,0.0,0.07907573820049049,275.3964079755835,56.979225230125905,24.854748765411216,71.74456787109375
0,18.57722377711996,18.577225154957226,0.015044451468256755,1.3778372664099322e-06,0.0662567596497748,276.933372444823,66.90531084296356,24.858065147033013,81.4665298461914
0,18.87795968876917,18.877962642623366,0.015832459932210986,2.9538541943183936e-06,0.05828366146523055,277.76618573413026,63.95313698457852,24.859663081458056,103.1849365234375
0,18.2239343994342,18.22394906152049,0.021686575980784082,1.4662086291464586e-05,0.05380220737285224,278.3423519002682,84.67161080362551,24.867965566358812,127.47830963134766
0,18.52509302494951,18.525106902865346,0.02129449075340875,1.3877915836713925e-05,0.051154442313897264,278.662112229431,82.15569008923218,24.86743229887679,106.42390441894531
0,18.71240110340887,18.712419056857325,0.02333225706291523,1.7953448455726885e-05,0.050637176015487666,278.8287672963561,86.9421034501095,24.870780300647663,95.6949691772461
0,18.75133505845828,18.751352236235107,0.022944421248672908,1.717777682724224e-05,0.05078854487832184,278.80603098704523,86.05724803942738,24.870135505135035,92.56075286865234
0,18.826053977660756,18.826067069492183,0.020901448548275782,1.3091831426447987e-05,0.051280410374671785,278.674103140007,80.9107718239376,24.866819876830903,86.42378234863281
0,18.683545721154132,18.683560947195062,0.021968553299839967,1.5226040929576356e-05,0.051183260381052295,278.72827166277693,83.78797687799182,24.868527655562215,96.00859069824219
0,18.628499212277017,18.628514451420273,0.021975104462504922,1.5239143254906267e-05,0.05080368998634873,278.76193246224784,83.6582558563663,24.8685485371739,100.58491516113281
0,19.084273765248724,19.084284137659072,0.019541738008190954,1.037241034627833e-05,0.05061692812136452,278.59201054264736,76.75046137605051,24.86472789394269,70.57121276855469
0,18.914033998376663,18.9140413382905,0.018025489753306475,7.339913836509372e-06,0.05118856700921206,278.49357607210493,70.92563661227804,24.862593328932466,80.51580047607422
0,18.711995487685215,18.712002713660745,0.01796852060073183,7.225975531360083e-06,0.05163436542813881,278.57622529191184,69.97661600199396,24.862587009231525,93.59394836425781
0,18.485979733570897,18.485989011615434,0.018994555104045668,9.278044537987757e-06,0.050370090083335164,278.6743278559169,74.10494006182866,24.863990614148275,111.60342407226562
0,17.87513654976932,17.875144735110844,0.018448203597176114,8.18534152424865e-06,0.05054198604150417,278.80859947483344,70.61741188915407,24.863357478970713,151.7666473388672
0,17.456665298133938,17.45667998742785,0.02170017979075496,1.4689293911406346e-05,0.050602705587214844,278.903628350698,82.23263949081849,24.86815673621218,179.67019653320312
0,17.735707162175952,17.735713172688527,0.017360789122329127,6.010512574554677e-06,0.05063510628192289,278.503083706599,67.01909223176703,24.861846131986912,160.4593048095703
0,17.829495714104013,17.82949824670019,0.015621830923794645,2.5325961774857117e-06,0.05148751918627882,277.8804786208776,58.99180326157113,24.85994040813699,151.32122802734375
0,18.739421184467034,18.739423696773436,0.015611686036071023,2.5123064020384674e-06,0.0525413818052197,277.8457568885638,59.981392602006494,24.85979998639385,91.9436264038086
0,18.708335555771438,18.708337441237063,0.015298265648259961,1.8854656264163453e-06,0.05290729570622734,277.63384646186,60.318553370201556,24.85927218951764,93.05842590332031
0,18.945731896648578,18.945732984740978,0.014899579035670102,1.0880924012366261e-06,0.05347712872192109,277.25961121921125,62.34067747651457,24.858394404382995,77.66584014892578
0,19.332812209097114,19.33281919380316,0.017847885859113198,6.984706048122818e-06,0.05508918391103934,277.7313375920275,75.12544924515163,24.86191505874446,52.508148193359375
0,19.614481769592942,19.614482273767035,0.014607619881970804,5.041740938380307e-07,0.05561450102433337,276.95194198937315,63.70268375425838,24.857768969456494,33.58361053466797
0,19.807451151920326,19.807451151920326,0.01346928781146044,0.0,0.05597943350626371,276.47887016460845,59.151473232356615,24.856719356856804,21.09542465209961
0,19.614549197655325,19.61454920599971,0.0143597050284855,8.34438686742392e-09,0.05577715833452681,277.08069789968704,58.92744193918941,24.858045600097515,33.6754264831543
0,19.58959459649088,19.589596348553915,0.015231564352222095,1.752063034340612e-06,0.05438951869435248,277.63599103968727,59.02371826901268,24.859339031655928,36.775245666503906
0,19.337658753809407,19.337663816699305,0.016886977782985788,5.062889895867999e-06,0.05317628933726744,278.2120537473827,66.82937729100654,24.861069169340922,51.89345932006836
0,19.189894718022916,19.18990073138709,0.017362214921758278,6.013364173412979e-06,0.052057958519630604,278.38720057974604,68.16452592533906,24.86173035152358,62.4455680847168
0,19.04884626042191,19.04885861492944,0.020532786599256066,1.2354507528408554e-05,0.050653355134845854,278.60821210627927,80.06985719776773,24.866224730925676,72.9229507446289
0,18.68892956254463,18.688946824450827,0.02298648593332871,1.7261906196553844e-05,0.050582915315354623,278.7938674056787,86.2145087950725,24.8702012866971,97.43082427978516
0,18.819155905121395,18.819171956653094,0.022381298684962702,1.6051531699821828e-05,0.05098148270301752,278.73897471846436,84.86556418637332,24.869197595477214,87.49861907958984
0,18.86088413057582,18.860895682048717,0.020131269283516804,1.1551472896930031e-05,0.05151086408592177,278.6024127742712,78.77710852593152,24.865609686441264,83.95989227294922
