episode,reward,reward_before_penalty,gpr_sigma,variance_penalty,load,T,P,meoh_tph,price
0,9.290317164575715,9.290317164575715,0.0,0.0,0.36369558236075095,267.425869427656,87.59418609701507,24.851663092009137,112.74763488769531
0,11.796476639467913,11.796476639467913,0.0,0.0,0.2546274358307407,273.69808791207015,61.289532455691436,24.851855601371724,118.93370819091797
0,20.95873266178896,20.95873266178896,0.0,0.0,0.1801474001002868,276.62997352146476,84.51897948768399,24.86353425715046,-16.025266647338867
0,17.027917753134016,17.027917753134016,0.0,0.0,0.12886105420140345,277.566848332998,91.53166506822903,24.870492262403992,89.66634368896484
0,20.627471028532494,20.627471028532494,0.0,0.0,0.09251980890198094,278.4680707729443,96.30425812642574,24.8771339550276,-18.851530075073242
0,18.511783671858993,18.511783671858993,0.0,0.0,0.08271725015396357,278.51284398022216,85.5971093471074,24.869004496886696,71.74456787109375
0,18.734101740626365,18.734101740626365,0.0,0.0,0.06774661367722487,278.5855998465564,84.64628215715956,24.868629054053546,81.4665298461914
0,18.34040524997389,18.34040524997389,0.0,0.0,0.06745671031784709,278.3055104945673,90.19963492180607,24.87155718325591,103.1849365234375
0,18.902616892489092,18.902616892489092,0.0,0.0,0.06074560342767027,278.52265881173673,94.48206912644416,24.87566052788858,127.47830963134766
0,18.24402488064501,18.24402488064501,0.0,0.0,0.06339677732166381,278.7781140738371,90.07662909974965,24.872852036706377,106.42390441894531
0,18.331602394473155,18.331602394473155,0.0,0.0,0.06390068523768297,278.7003821101607,81.25239012762998,24.86706634746907,95.6949691772461
0,18.976788705336933,18.976788705336933,0.0,0.0,0.061233280250217494,278.74533265664286,73.96335131563275,24.864135998431824,92.56075286865234
0,19.48245918254736,19.48245918254736,0.0,0.0,0.059629319811016504,278.8976602248058,71.93919612955311,24.86394159078354,86.42378234863281
0,18.65153215165943,18.65153215165943,0.0,0.0,0.05870012252818061,279.0171894874029,75.88085475561398,24.865560723441465,96.00859069824219
0,18.09977311326016,18.09977311326016,0.0,0.0,0.05751100745303789,279.0642893237796,75.01933760344201,24.865376684021363,100.58491516113281
0,18.494223699222367,18.494223699222367,0.0,0.0,0.05699016547751776,279.14783680056166,69.0498198357201,24.863945352284507,70.57121276855469
0,18.34448061153206,18.34448061153206,0.0,0.0,0.05714937575247532,279.10675531434333,75.00618587991525,24.865491562579194,80.51580047607422
0,18.71717280433925,18.71717280433925,0.0,0.0,0.057549777322119994,278.59488156342167,75.9743373008398,24.86443627592558,93.59394836425781
0,19.081440566395138,19.081440566395138,0.0,0.0,0.0589024502885089,278.01652647507024,76.95045396124803,24.86330004322833,111.60342407226562
0,18.416255980761324,18.416255980761324,0.0,0.0,0.05846183252297063,277.7080160451523,84.7192037237748,24.86629621291001,151.7666473388672
0,17.402618192412696,17.402618192412696,0.0,0.0,0.052697894239162935,276.95502120616993,88.35084641376329,24.866637334490967,179.67019653320312
0,17.802857615999713,17.802857615999713,0.0,0.0,0.04994550157051769,276.69650474370997,92.40544313311337,24.86886703426197,160.4593048095703
0,17.95278838345295,17.95278838345295,0.0,0.0,0.049310542801251425,276.7030649939253,90.13081567919183,24.867220673513117,151.32122802734375
0,18.73839324529561,18.73839324529561,0.0,0.0,0.05128016706452895,277.0570378680564,80.37670045326927,24.862426796120783,91.9436264038086
0,18.7110089120708,18.7110089120708,0.0,0.0,0.05288013264837156,277.1470797250438,77.05820056566827,24.86123236326836,93.05842590332031
0,18.953880828732608,18.953880828732608,0.0,0.0,0.05265359492810173,276.80805219162346,77.20678893556962,24.860519724191057,77.66584014892578
0,19.352262215340467,19.352262215340467,0.0,0.0,0.05072141675351185,277.4319496797961,84.90896127173534,24.865699534069627,52.508148193359375
0,19.628445769518848,19.628445769518848,0.0,0.0,0.05504196079312449,277.7864857041559,85.93595208391318,24.867230534784934,33.58361053466797
0,19.75912550609069,19.75912550609069,0.0,0.0,0.06493000720160286,277.60637761770295,88.69956080217591,24.86855017604356,21.09542465209961
0,19.50166435947084,19.50166435947084,0.0,0.0,0.06608149284076648,277.8744778713515,80.69055061369964,24.864578177434,33.6754264831543
0,19.44753916390858,19.44753916390858,0.0,0.0,0.06664956720437973,278.0366499464179,76.19595455178568,24.863061179344648,36.775245666503906
0,19.32567122742061,19.32567122742061,0.0,0.0,0.06172851501143434,278.2405234595371,85.22313496783062,24.868016847659597,51.89345932006836
0,19.433153827501027,19.433153827501027,0.0,0.0,0.06103895251716694,278.46854359012013,84.24908465538824,24.86806573458077,62.4455680847168
0,18.83544521100249,18.83544521100249,0.0,0.0,0.06276179454064235,278.4890630548257,80.80479207752468,24.866257871193646,72.9229507446289
